Fecha;Radiacion_Solar_Global_kWh_m2;Radiacion_Cielo_Despejado_kWh_m2;Radiacion_Directa_Normal_kWh_m2;Radiacion_Difusa_kWh_m2;Temperatura_Media_C;Temperatura_Maxima_C;Temperatura_Minima_C;Velocidad_Viento_m_s;Direccion_Viento_grados;Precipitacion_mm;Humedad_Relativa_pct;Nubosidad_pct
31/07/2024;80.057;80.268;99.374;13.097;29.98;37.7;23.08;3.12;259.0;0.0;24.66;1.72
01/08/2024;80.705;80.856;102.199;12.036;29.47;38.82;19.87;3.23;275.2;0.0;25.14;4.18
02/08/2024;6.857;76.193;70.068;22.327;27.91;35.83;19.73;3.76;6.7;2.41;40.05;15.62
03/08/2024;7.687;7.746;9.173;14.314;27.68;36.36;18.08;2.79;28.3;0.0;34.88;3.06
04/08/2024;73.238;75.936;82.354;16.747;28.93;37.34;18.78;2.47;68.1;0.0;32.49;10.22
05/08/2024;74.047;75.996;87.053;15.542;29.66;38.41;20.52;3.22;241.7;0.0;29.39;6.26
06/08/2024;77.059;77.335;93.139;13.884;29.65;38.01;20.88;3.22;264.5;0.0;27.04;7.11
07/08/2024;76.402;76.702;90.972;14.484;29.84;37.98;20.45;2.43;153.1;0.0;28.58;4.81
08/08/2024;74.657;75.862;85.092;16.675;29.78;38.49;19.86;2.19;118.2;0.0;24.64;6.86
09/08/2024;72.466;7.453;79.745;18.055;29.84;39.3;20.04;3.25;124.4;0.0;25.11;7.66
10/08/2024;74.657;75.334;86.004;16.198;29.82;38.89;20.6;4.0;129.0;0.0;23.83;3.44
11/08/2024;74.359;74.647;86.594;1.542;29.33;37.98;19.81;3.13;148.1;0.0;26.96;3.45
12/08/2024;70.812;73.109;77.006;17.846;28.86;36.79;19.96;3.27;220.1;0.01;28.36;18.69
13/08/2024;51.974;72.588;30.626;3.03;25.04;30.01;19.35;3.66;309.6;0.56;37.21;67.11
14/08/2024;65.978;74.148;70.154;21.756;23.97;30.99;16.92;4.04;20.0;0.03;43.74;25.41
15/08/2024;76.538;77.326;106.366;0.9451;22.22;31.69;12.82;4.15;34.0;0.0;39.05;5.03
16/08/2024;7.559;76.118;10.219;10.378;25.08;34.92;15.35;3.21;18.8;0.0;31.93;3.08
17/08/2024;70.481;74.146;81.389;19.315;26.65;36.23;16.33;3.28;326.6;0.0;31.86;17.04
18/08/2024;71.321;71.563;9.323;11.638;26.94;34.34;19.74;4.41;2.9;0.0;41.06;13.18
19/08/2024;7.073;70.853;86.294;13.884;25.9;35.65;16.08;3.48;23.4;0.0;34.66;2.23
20/08/2024;7.069;71.004;85.183;14.611;27.17;36.66;16.98;2.96;30.5;0.0;24.23;2.96
21/08/2024;65.491;67.637;69.962;1.751;27.46;35.98;17.9;3.52;74.2;0.93;41.97;19.82
22/08/2024;61.692;67.637;57.089;23.042;28.26;37.1;19.38;2.89;260.2;0.09;36.14;33.31
23/08/2024;65.508;67.615;69.602;18.862;28.17;36.58;19.33;3.04;187.4;0.32;26.15;15.03
24/08/2024;65.119;68.539;73.094;17.242;26.96;35.75;18.95;3.78;215.9;0.01;34.51;12.2
25/08/2024;6.437;68.146;71.933;17.525;25.75;34.27;17.12;3.67;36.7;0.09;40.14;21.0
26/08/2024;60.386;6.75;64.651;1.907;26.35;33.97;18.97;2.26;84.6;0.01;43.97;38.14
27/08/2024;6.462;67.445;71.736;18.835;27.17;36.08;18.4;2.59;219.9;0.0;34.12;19.05
28/08/2024;65.004;6.659;71.798;17.616;28.28;35.89;20.17;2.94;207.5;0.0;23.22;16.73
29/08/2024;32.863;61.529;0.8904;23.218;23.97;28.11;21.09;2.3;153.5;8.68;54.13;86.71
30/08/2024;4.614;63.089;18.715;29.678;23.66;29.39;18.41;2.74;127.3;16.45;64.3;80.82
31/08/2024;41.042;5.953;10.836;30.118;20.82;24.92;17.38;2.93;110.1;5.85;70.76;87.58
01/09/2024;5.292;61.858;39.761;27.204;23.82;30.43;18.3;1.72;212.8;0.55;58.32;62.74
02/09/2024;58.502;6.299;59.352;19.742;23.65;30.94;15.98;2.4;194.7;0.59;56.59;24.82
03/09/2024;56.314;63.305;54.242;21.617;22.83;30.28;16.18;2.63;178.7;1.08;55.77;37.87
04/09/2024;56.366;63.742;5.31;22.798;20.08;25.71;14.67;4.31;29.3;1.62;62.7;40.15
05/09/2024;5.021;6.127;3.061;32.249;18.99;26.5;12.51;2.9;353.0;0.01;56.12;68.78
06/09/2024;60.427;64.529;65.066;20.662;17.75;26.08;11.45;3.97;253.6;0.0;46.28;42.58
07/09/2024;64.956;66.406;91.613;10.183;17.71;26.13;9.95;3.12;247.8;0.0;45.56;24.14
08/09/2024;62.789;64.745;89.546;10.975;19.02;27.2;12.29;3.19;302.4;0.0;49.0;6.7
09/09/2024;65.287;65.364;9.871;0.7764;19.53;28.43;10.42;2.23;20.2;0.0;50.51;1.13
10/09/2024;63.132;63.696;91.798;0.9509;20.92;29.51;12.56;2.89;32.8;0.0;54.26;3.74
11/09/2024;60.358;62.899;77.419;16.771;19.93;28.54;12.58;4.02;10.4;0.01;46.59;25.34
12/09/2024;52.164;60.842;52.702;27.346;19.67;27.53;12.85;4.42;352.2;0.0;58.47;70.16
13/09/2024;64.039;64.284;101.801;0.672;16.41;23.91;10.69;5.59;48.5;0.0;50.53;3.66
14/09/2024;61.457;62.585;93.334;0.8518;16.94;26.11;7.96;3.07;61.9;0.0;49.56;9.66
15/09/2024;62.909;6.305;100.171;0.6986;19.15;29.19;10.0;3.51;33.8;0.0;35.36;1.86
16/09/2024;59.383;62.647;8.25;15.103;18.75;29.78;8.7;5.79;40.4;0.62;33.92;23.93
17/09/2024;59.981;60.206;89.897;0.8933;17.24;25.7;9.81;5.04;51.6;3.72;53.96;2.16
18/09/2024;47.366;55.404;45.941;19.649;18.52;25.72;11.36;3.2;94.8;0.83;61.7;38.89
19/09/2024;31.318;5.189;1.224;21.346;17.26;22.25;13.03;2.5;144.4;15.12;79.9;78.17
20/09/2024;2.85;53.318;12.209;19.298;17.52;22.14;13.36;2.41;151.5;1.82;75.87;93.19
21/09/2024;31.495;52.085;0.973;23.741;17.98;23.06;14.74;3.15;209.6;3.49;72.56;87.66
22/09/2024;43.118;53.542;36.214;21.043;17.67;23.07;12.28;2.54;274.8;0.16;62.58;54.13
23/09/2024;50.424;54.636;60.274;1.667;17.14;24.16;10.96;2.59;282.1;0.06;58.17;24.95
24/09/2024;34.942;55.087;0.9043;27.533;16.53;23.43;11.79;3.09;264.4;0.0;50.23;91.64
25/09/2024;2.377;51.953;0.9638;18.562;17.77;25.03;12.12;5.42;229.0;0.2;74.61;95.41
26/09/2024;31.944;53.203;25.183;19.951;18.6;24.49;12.85;7.92;238.3;0.43;71.47;55.44
27/09/2024;48.101;55.634;63.228;14.669;14.15;20.83;8.8;4.67;311.9;0.06;57.57;39.57
28/09/2024;56.729;56.904;98.818;0.557;12.8;20.71;5.95;3.39;45.7;0.0;52.1;4.1
29/09/2024;53.489;53.743;87.199;0.7718;15.66;24.4;7.06;2.16;177.5;0.0;49.22;4.25
30/09/2024;53.582;53.633;90.665;0.6638;18.97;27.28;10.88;1.75;210.3;0.01;37.26;1.38
01/10/2024;43.553;52.025;5.029;16.399;18.75;26.59;12.07;2.18;302.6;0.0;48.87;42.25
02/10/2024;23.182;48.792;0.9607;17.885;18.34;22.93;14.72;4.45;270.9;4.24;78.48;97.61
03/10/2024;47.854;51.391;7.261;1.141;17.1;24.48;11.56;3.3;344.1;0.15;65.45;28.35
04/10/2024;40.001;51.089;37.685;23.791;16.14;23.42;9.19;1.93;353.3;0.03;64.98;46.34
05/10/2024;37.987;47.873;4.661;15.763;18.0;25.73;10.93;2.79;261.6;0.01;65.23;50.11
06/10/2024;26.465;46.874;0.539;21.713;17.8;23.44;13.74;5.18;228.4;0.21;67.06;94.42
07/10/2024;12.785;45.298;0.2741;10.572;15.36;20.91;10.04;4.71;216.2;7.96;78.28;90.48
08/10/2024;21.641;4.753;0.4022;17.837;13.4;18.54;8.19;5.66;234.6;1.16;80.16;87.28
09/10/2024;16.186;47.246;13.541;10.478;15.98;23.01;11.41;9.04;228.1;4.32;77.46;83.69
10/10/2024;43.841;48.408;60.941;1.501;13.26;19.65;8.25;2.18;289.2;0.07;64.61;35.72
11/10/2024;32.618;46.951;24.631;20.323;14.12;20.37;7.66;3.47;175.4;1.91;64.71;77.42
12/10/2024;1.603;44.047;0.0197;13.757;16.57;19.73;14.56;4.06;191.2;20.3;88.89;95.46
13/10/2024;29.705;42.686;26.513;16.781;17.73;23.84;12.71;2.84;118.3;0.07;74.81;63.63
14/10/2024;19.704;38.453;0.2945;16.658;17.83;23.68;11.83;3.26;106.7;3.3;76.72;74.79
15/10/2024;1.921;40.546;0.7673;14.239;16.73;20.01;14.26;5.54;165.3;6.33;82.54;94.38
16/10/2024;28.351;43.226;29.136;15.226;17.04;22.35;13.71;6.79;210.6;14.52;82.93;78.84
17/10/2024;24.451;43.646;19.082;15.559;12.41;16.79;7.58;5.43;287.5;10.36;77.55;80.92
18/10/2024;4.273;44.086;70.502;0.9374;11.12;18.42;4.47;2.64;323.7;0.1;74.85;37.25
19/10/2024;36.557;4.14;43.745;16.313;14.25;19.94;9.15;2.06;296.4;0.27;73.42;74.68
20/10/2024;32.098;41.066;20.162;22.606;15.1;21.79;9.75;1.64;252.1;0.0;70.8;70.13
21/10/2024;41.448;41.674;73.596;0.7536;14.91;22.09;8.98;2.15;37.6;0.0;66.01;10.18
22/10/2024;30.998;3.966;35.436;16.147;15.05;21.51;10.2;3.67;60.2;0.0;77.34;37.74
23/10/2024;25.018;39.732;32.167;13.262;15.03;20.79;10.84;2.69;119.1;0.0;77.65;46.72
24/10/2024;22.776;39.629;1.74;1.53;14.48;20.25;10.1;2.69;171.8;0.03;79.79;79.68
25/10/2024;15.408;37.447;0.7476;11.546;13.01;15.92;6.77;3.36;252.4;1.28;80.34;88.94
26/10/2024;29.172;40.128;30.953;16.361;7.53;12.88;4.21;3.06;314.2;3.36;73.93;74.94
27/10/2024;26.153;38.906;29.323;13.824;7.27;12.96;2.54;4.09;26.5;6.11;77.12;78.89
28/10/2024;2.837;36.115;3.013;1.542;11.92;19.0;5.99;5.3;60.7;0.31;81.63;74.15
29/10/2024;0.9946;30.586;0.0523;0.8551;13.2;15.95;9.86;7.38;60.3;19.89;88.33;93.35
30/10/2024;2.581;3.337;2.329;14.251;14.46;19.33;10.47;5.38;110.1;11.75;79.01;81.18
31/10/2024;27.862;32.434;22.522;16.968;13.38;19.17;9.67;3.56;115.5;0.59;80.11;78.32
01/11/2024;25.675;34.673;26.827;15.554;13.32;18.86;10.0;2.83;102.6;5.72;83.06;92.78
02/11/2024;18.365;33.259;0.5222;14.635;12.0;16.24;8.98;2.78;68.2;0.91;87.76;75.09
03/11/2024;26.366;3.504;3.786;11.378;11.85;18.54;7.99;3.19;114.4;0.01;83.11;32.64
04/11/2024;18.542;33.401;10.572;13.872;13.01;18.16;7.87;2.55;139.6;0.0;81.39;85.89
05/11/2024;26.729;33.192;21.782;1.77;13.64;18.64;9.89;1.35;176.2;0.17;78.13;56.59
06/11/2024;33.463;3.377;64.932;0.689;13.44;20.23;7.59;2.3;76.6;0.0;75.48;2.44
07/11/2024;30.262;33.139;46.421;11.568;12.55;18.85;8.42;2.08;111.3;0.0;82.3;26.13
08/11/2024;14.755;31.118;0.5496;12.084;10.8;15.16;7.31;2.13;155.6;0.0;89.76;72.04
09/11/2024;27.142;32.527;42.595;11.258;11.12;17.77;6.7;2.7;332.3;0.02;80.73;33.0
10/11/2024;20.064;32.479;10.313;15.108;10.62;17.47;5.52;3.51;349.4;0.46;83.55;65.96
11/11/2024;28.886;32.455;56.585;0.7812;10.88;17.46;6.73;4.45;28.9;0.14;80.08;15.09
12/11/2024;24.506;32.506;22.843;15.907;7.52;13.77;2.45;4.64;18.7;0.07;75.55;55.17
13/11/2024;0.8686;31.073;0.355;0.6948;6.28;10.14;2.41;6.76;66.1;3.76;81.86;92.53
14/11/2024;15.725;29.155;1.069;11.822;11.11;16.58;7.91;4.12;92.9;0.72;87.63;94.23
15/11/2024;1.481;28.536;14.546;0.9818;11.84;17.07;8.9;4.27;116.4;0.21;83.94;93.85
16/11/2024;18.312;2.898;10.438;14.088;10.11;14.39;7.61;2.76;98.7;0.0;87.92;79.85
17/11/2024;2.839;29.594;48.314;0.9991;10.73;17.31;5.97;1.72;20.7;0.0;82.58;48.74
18/11/2024;25.874;28.325;40.644;10.399;12.54;17.84;8.4;1.65;304.8;0.14;73.42;44.36
19/11/2024;24.127;28.872;45.266;0.7805;10.55;17.01;5.94;2.35;289.2;0.0;82.75;34.79
20/11/2024;24.046;29.064;43.838;1.333;9.26;16.12;5.08;3.89;296.9;0.01;84.99;72.66
21/11/2024;15.938;28.884;16.246;1.097;9.58;14.97;6.34;5.67;260.1;0.48;85.51;84.34
22/11/2024;24.127;29.981;43.075;12.324;9.86;14.63;6.14;2.75;271.3;1.09;75.93;85.56
23/11/2024;17.822;27.698;20.638;11.256;9.63;14.58;6.77;3.06;171.5;0.39;91.73;77.78
24/11/2024;12.182;26.798;0.3715;0.9948;11.33;16.56;7.62;5.71;155.9;0.08;78.13;93.89
25/11/2024;11.909;27.346;0.7202;0.9314;10.18;14.98;4.7;5.61;222.0;5.97;80.71;74.07
26/11/2024;19.015;27.869;0.427;15.912;6.33;11.12;3.09;1.62;24.6;0.0;80.5;85.29
27/11/2024;27.766;28.354;63.096;0.6374;6.63;12.93;0.8;1.59;44.8;0.0;70.67;12.91
28/11/2024;27.986;28.102;6.774;0.4726;6.72;13.3;0.79;1.62;118.5;0.0;71.22;2.16
29/11/2024;21.055;25.054;23.299;13.606;8.75;15.17;3.68;1.04;146.5;0.0;79.69;47.99
30/11/2024;24.648;25.109;46.176;0.8203;10.06;16.23;4.63;1.18;83.7;0.0;80.38;16.32
01/12/2024;17.772;23.671;0.9948;13.994;9.85;16.15;5.36;1.22;22.8;0.01;83.13;78.48
02/12/2024;15.302;22.846;1.206;1.111;10.57;16.29;6.2;1.43;247.6;0.8;78.11;72.85
03/12/2024;21.442;2.52;31.517;0.9571;8.48;14.54;4.19;2.42;317.3;1.18;86.93;49.13
04/12/2024;26.561;27.154;63.149;0.4882;7.48;14.02;3.58;3.8;348.2;0.51;82.91;40.06
05/12/2024;23.093;26.542;30.238;14.222;7.94;15.75;2.01;2.06;341.7;0.0;73.55;91.69
06/12/2024;22.546;25.193;47.222;10.478;9.74;17.11;5.27;2.22;327.3;0.0;86.3;69.3
07/12/2024;24.545;26.256;5.249;0.7145;7.53;13.88;2.35;5.35;326.9;0.05;80.74;29.07
08/12/2024;21.458;26.743;49.162;0.6732;3.51;8.71;0.41;6.35;334.1;0.02;77.03;31.28
09/12/2024;21.002;25.529;42.036;0.7195;2.78;8.15;-0.24;4.86;331.4;0.09;85.23;44.24
10/12/2024;22.157;25.675;51.456;0.5472;2.38;8.95;-1.62;3.28;352.2;0.0;82.79;41.02
11/12/2024;16.483;24.547;0.7322;13.502;2.17;7.66;-2.24;2.48;73.7;0.04;81.22;92.87
12/12/2024;21.319;25.212;43.598;0.7152;3.44;9.44;-0.89;2.49;87.2;0.07;82.78;60.49
13/12/2024;12.197;24.559;0.5273;0.99;3.96;8.32;1.86;2.47;206.1;1.24;88.45;85.83
14/12/2024;20.786;25.358;38.174;0.9362;2.81;9.28;-1.32;2.23;2.3;0.0;81.72;34.26
15/12/2024;24.864;25.541;6.049;0.5218;2.39;10.35;-2.23;3.67;22.4;0.0;85.58;5.85
16/12/2024;25.661;26.575;63.468;0.5568;2.82;10.3;-1.24;3.07;98.2;0.0;82.2;32.3
17/12/2024;21.286;23.866;33.233;11.323;3.49;9.02;-0.93;1.28;97.9;0.0;85.8;72.92
18/12/2024;20.071;22.874;22.114;1.387;5.37;11.26;1.96;1.6;214.3;0.0;80.54;63.96
19/12/2024;16.889;24.696;26.738;0.9307;6.61;14.06;0.86;4.31;287.0;1.49;90.73;62.45
20/12/2024;25.378;26.376;63.943;0.5402;2.56;9.73;-1.65;3.98;5.4;0.02;85.72;5.82
21/12/2024;25.754;25.778;69.962;0.365;2.69;11.6;-2.89;3.44;7.4;0.0;85.1;0.69
22/12/2024;24.204;25.536;53.477;0.6533;4.63;13.11;-0.04;3.63;339.3;0.0;87.9;34.43
23/12/2024;24.242;26.009;59.448;0.5822;4.53;10.18;1.13;6.23;6.7;0.0;80.47;24.48
24/12/2024;24.689;24.727;59.616;0.493;6.07;14.11;1.02;4.72;25.3;0.0;88.79;1.29
25/12/2024;25.294;25.466;65.518;0.4085;8.06;14.96;4.51;2.85;53.4;0.0;83.18;4.55
26/12/2024;24.866;25.025;59.738;0.5011;7.27;13.77;3.27;1.39;71.6;0.0;76.8;1.12
27/12/2024;21.286;2.514;5.106;0.5242;5.38;10.84;1.54;2.29;105.8;0.0;89.36;30.79
28/12/2024;26.083;26.172;6.498;0.4718;4.06;10.09;0.6;1.58;48.3;0.0;80.29;7.66
29/12/2024;26.352;26.707;70.274;0.3761;3.66;10.71;-1.56;2.04;53.8;0.0;70.27;2.18
30/12/2024;26.006;26.616;68.354;0.4051;2.84;9.37;-1.46;1.91;78.7;0.0;85.2;3.01
31/12/2024;26.174;26.398;67.459;0.3967;3.51;10.35;-1.05;2.01;60.6;0.0;76.35;1.67
